"id","name","grid","homepage","rdf-schema#seeAlso","owl#sameAS","created"
"12141333","AT&amp;T Teleholdings, Inc.","","http://www.ameritech.com/","http://en.wikipedia.org/wiki/Ameritech","http://dbpedia.org/resource/Ameritech","2016-06-24"
"14637135","Motorola Solutions","grid.472797.8","http://www.motorolasolutions.com/","http://en.wikipedia.org/wiki/Motorola_Solutions","http://dbpedia.org/resource/Motorola_Solutions","2016-06-24"
"16566446","National Pingtung University of Science and Technology","grid.412083.c","http://www.npust.edu.tw/","http://en.wikipedia.org/wiki/National_Pingtung_University_of_Science_and_Technology","http://dbpedia.org/resource/National_Pingtung_University_of_Science_and_Technology","2016-06-24"
"42317466","Istanbul Kemerburgaz University","grid.449305.f","http://www.kemerburgaz.edu.tr/","http://en.wikipedia.org/wiki/Istanbul_Kemerburgaz_University","http://dbpedia.org/resource/Istanbul_Kemerburgaz_University","2016-06-24"
"50219554","University of Laghouat","grid.440472.1","http://www.lagh-univ.dz/","http://en.wikipedia.org/wiki/University_of_Laghouat","http://dbpedia.org/resource/University_of_Laghouat","2016-06-24"
"50382547","Wyman-Gordon","","http://www.wyman-gordon.com/","http://en.wikipedia.org/wiki/Wyman-Gordon","http://dbpedia.org/resource/Wyman-Gordon","2016-06-24"
"60325297","International Water Management Institute","grid.419368.1","http://www.iwmi.cgiar.org/","http://en.wikipedia.org/wiki/International_Water_Management_Institute","http://dbpedia.org/resource/International_Water_Management_Institute","2016-06-24"
"65146876","Quaid-e-Awam University of Engineering, Science and Technology","grid.444974.e","http://www.quest.edu.pk/","http://en.wikipedia.org/wiki/Quaid-e-Awam_University_of_Engineering,_Science_and_Technology","http://dbpedia.org/resource/Quaid-e-Awam_University_of_Engineering,_Science_and_Technology","2016-06-24"
"73737517","Instituto Superior de Engenharia de Coimbra","","http://www.isec.pt/","http://en.wikipedia.org/wiki/Instituto_Superior_de_Engenharia_de_Coimbra","http://dbpedia.org/resource/Instituto_Superior_de_Engenharia_de_Coimbra","2016-06-24"
"83205935","Malaviya National Institute of Technology, Jaipur","grid.444471.6","http://www.mnit.ac.in/","http://en.wikipedia.org/wiki/Malaviya_National_Institute_of_Technology,_Jaipur","http://dbpedia.org/resource/Malaviya_National_Institute_of_Technology,_Jaipur","2016-06-24"
"86467917","James Cook University","grid.1011.1","http://www.jcu.edu.au/","http://en.wikipedia.org/wiki/James_Cook_University","http://dbpedia.org/resource/James_Cook_University","2016-06-24"
"86767153","Jean Monnet University","grid.6279.a","https://www.univ-st-etienne.fr/","http://en.wikipedia.org/wiki/Jean_Monnet_University","http://dbpedia.org/resource/Jean_Monnet_University","2016-06-24"
"98734588","Social Sciences and Humanities Research Council","grid.183804.6","http://www.sshrc-crsh.gc.ca/","http://en.wikipedia.org/wiki/Social_Sciences_and_Humanities_Research_Council","http://dbpedia.org/resource/Social_Sciences_and_Humanities_Research_Council","2016-06-24"
"100799951","UNISON","","http://www.unison.org.uk/","http://en.wikipedia.org/wiki/UNISON","http://dbpedia.org/resource/UNISON","2016-06-24"
"102179633","The New School","grid.264933.9","http://www.newschool.edu/","http://en.wikipedia.org/wiki/The_New_School","http://dbpedia.org/resource/The_New_School","2016-06-24"
"112281704","Academy of Finland","grid.15098.35","http://www.aka.fi/","http://en.wikipedia.org/wiki/Academy_of_Finland","http://dbpedia.org/resource/Academy_of_Finland","2016-06-24"
"119045251","Huaqiao University","grid.411404.4","http://www.hqu.edu.cn/","http://en.wikipedia.org/wiki/Huaqiao_University","http://dbpedia.org/resource/Huaqiao_University","2016-06-24"
"124945997","Kl&#x00F6;ckner &amp; Co.","","http://www.kloeckner.com/","http://en.wikipedia.org/wiki/Klöckner","http://dbpedia.org/resource/Klöckner","2016-06-24"
"133960621","The Roslin Institute","","http://www.roslin.ed.ac.uk/","http://en.wikipedia.org/wiki/Roslin_Institute","http://dbpedia.org/resource/Roslin_Institute","2016-06-24"
"136632592","Bells University of Technology","grid.442659.8","http://www.bellsuniversity.edu.ng/","http://en.wikipedia.org/wiki/Bells_University_of_Technology","http://dbpedia.org/resource/Bells_University_of_Technology","2016-06-24"
"141766778","Teagasc","grid.6435.4","http://www.teagasc.ie/","http://en.wikipedia.org/wiki/Teagasc","http://dbpedia.org/resource/Teagasc","2016-06-24"
"150545354","Tavistock and Portman NHS Foundation Trust","","https://www.tavistockandportman.nhs.uk/","http://en.wikipedia.org/wiki/Tavistock_and_Portman_NHS_Foundation_Trust","http://dbpedia.org/resource/Tavistock_and_Portman_NHS_Foundation_Trust","2016-06-24"
"155381812","University of Tr&#x00E1;s-os-Montes and Alto Douro","grid.12341.35","http://www.utad.pt/","http://en.wikipedia.org/wiki/University_of_Trás-os-Montes_and_Alto_Douro","http://dbpedia.org/resource/University_of_Trás-os-Montes_and_Alto_Douro","2016-06-24"
"161899644","Pharmacia","","","http://en.wikipedia.org/wiki/Pharmacia","http://dbpedia.org/resource/Pharmacia","2016-06-24"
"177725633","The Chinese University of Hong Kong","grid.10784.3a","http://www.cuhk.edu.hk/","http://en.wikipedia.org/wiki/Chinese_University_of_Hong_Kong","http://dbpedia.org/resource/Chinese_University_of_Hong_Kong","2016-06-24"
"177733328","Can Tho University","grid.25488.33","http://www.ctu.edu.vn/","http://en.wikipedia.org/wiki/Can_Tho_University","http://dbpedia.org/resource/Can_Tho_University","2016-06-24"
"180724934","Kennedy Institute of Ethics","","http://kennedyinstitute.georgetown.edu/","http://en.wikipedia.org/wiki/Kennedy_Institute_of_Ethics","http://dbpedia.org/resource/Kennedy_Institute_of_Ethics","2016-06-24"
"180980256","Waters Corporation","grid.433801.d","http://www.waters.com/","http://en.wikipedia.org/wiki/Waters_Corporation","http://dbpedia.org/resource/Waters_Corporation","2016-06-24"
"185201496","Mitsubishi Electric Research Laboratories","","http://www.merl.com/","http://en.wikipedia.org/wiki/Mitsubishi_Electric_Research_Laboratories","http://dbpedia.org/resource/Mitsubishi_Electric_Research_Laboratories","2016-06-24"
"196021976","Walter and Eliza Hall Institute of Medical Research","grid.1042.7","http://www.wehi.edu.au/","http://en.wikipedia.org/wiki/Walter_and_Eliza_Hall_Institute_of_Medical_Research","http://dbpedia.org/resource/Walter_and_Eliza_Hall_Institute_of_Medical_Research","2016-06-24"
"198091727","Tianjin Polytechnic University","grid.410561.7","http://www.tjpu.edu.cn/","http://en.wikipedia.org/wiki/Tianjin_Polytechnic_University","http://dbpedia.org/resource/Tianjin_Polytechnic_University","2016-06-24"
"205473287","Great Lakes Chemical Corporation","","http://www.chemtura.com/","http://en.wikipedia.org/wiki/Great_Lakes_Chemical_Corporation","http://dbpedia.org/resource/Great_Lakes_Chemical_Corporation","2016-06-24"
"211738395","Financial University under the Government of the Russian Federation","","http://international.fa.ru/Pages/Home.aspx","http://en.wikipedia.org/wiki/Financial_University_under_the_Government_of_the_Russian_Federation","http://dbpedia.org/resource/Financial_University_under_the_Government_of_the_Russian_Federation","2016-06-24"
"327656168","ASTM International","grid.422532.0","http://www.astm.org/","http://en.wikipedia.org/wiki/ASTM_International","http://dbpedia.org/resource/ASTM_International","2016-06-24"
"891764251","Meritor","grid.480039.6","http://www.meritor.com/","http://en.wikipedia.org/wiki/Meritor","http://dbpedia.org/resource/Meritor","2016-06-24"
"1286825341","Louisiana Department of Education","grid.435975.9","http://www.doe.state.la.us/","http://en.wikipedia.org/wiki/Louisiana_Department_of_Education","http://dbpedia.org/resource/Louisiana_Department_of_Education","2016-06-24"
"1292159580","Qualcomm Atheros","","http://www.qca.qualcomm.com/","http://en.wikipedia.org/wiki/Qualcomm_Atheros","http://dbpedia.org/resource/Qualcomm_Atheros","2016-06-24"
"1292359360","NATO","grid.472591.c","http://www.nato.int/","http://en.wikipedia.org/wiki/NATO","http://dbpedia.org/resource/NATO","2016-06-24"
"1310815967","Central European Institute of Technology","grid.454751.6","http://www.ceitec.eu/","http://en.wikipedia.org/wiki/Central_European_Institute_of_Technology","http://dbpedia.org/resource/Central_European_Institute_of_Technology","2016-06-24"
"1313504624","Main Line Health","grid.477504.5","http://www.mainlinehealth.org/","http://en.wikipedia.org/wiki/Main_Line_Health","http://dbpedia.org/resource/Main_Line_Health","2016-06-24"
"1314042554","Norwegian Meteorological Institute","grid.82418.37","http://www.met.no/","http://en.wikipedia.org/wiki/Norwegian_Meteorological_Institute","http://dbpedia.org/resource/Norwegian_Meteorological_Institute","2016-06-24"
"1330342723","Mayo Clinic","grid.66875.3a","http://www.mayoclinic.org/","http://en.wikipedia.org/wiki/Mayo_Clinic","http://dbpedia.org/resource/Mayo_Clinic","2016-06-24"
"1342350481","New York State Department of State","grid.448524.b","http://www.dos.ny.gov/","http://en.wikipedia.org/wiki/New_York_State_Department_of_State","http://dbpedia.org/resource/New_York_State_Department_of_State","2016-06-24"
"2799708222","Office of Technology Transfer","grid.472713.4","","http://en.wikipedia.org/wiki/NIH_Office_of_Technology_Transfer","http://dbpedia.org/resource/NIH_Office_of_Technology_Transfer","2018-05-17"
"2800078164","Shriners Hospitals for Children - Portland","grid.415835.e","","http://en.wikipedia.org/wiki/Shriners_Hospital_for_Children_(Portland)","http://dbpedia.org/resource/Shriners_Hospital_for_Children_(Portland)","2018-05-17"
"2800844553","Newcastle College","grid.436306.4","","http://en.wikipedia.org/wiki/Newcastle_College","http://dbpedia.org/resource/Newcastle_College","2018-05-17"
"3018287153","International Game Technology","grid.438092.4","https://www.igt.com/","http://en.wikipedia.org/wiki/International_Game_Technology","http://dbpedia.org/resource/International_Game_Technology","2020-05-01"
"280994","King George&#039;s Medical University","grid.411275.4","http://www.kgmcindia.edu/","http://en.wikipedia.org/wiki/King_George's_Medical_University","http://dbpedia.org/resource/King_George's_Medical_University","2016-06-24"
"1801660","Automated Logic Corporation","","http://www.automatedlogic.com/","http://en.wikipedia.org/wiki/Automated_Logic_Corporation","http://dbpedia.org/resource/Automated_Logic_Corporation","2016-06-24"
"3462296","Gyeongin National University of Education","grid.443851.f","http://www.ginue.ac.kr/","http://en.wikipedia.org/wiki/Gyeongin_National_University_of_Education","http://dbpedia.org/resource/Gyeongin_National_University_of_Education","2016-06-24"
"4104125","Universidade Federal de Santa Catarina","grid.411237.2","http://www.ufsc.br/","http://en.wikipedia.org/wiki/Federal_University_of_Santa_Catarina","http://dbpedia.org/resource/Federal_University_of_Santa_Catarina","2016-06-24"
"4871159","University of Mazandaran","grid.411622.2","","http://en.wikipedia.org/wiki/University_of_Mazandaran","http://dbpedia.org/resource/University_of_Mazandaran","2016-06-24"
"12138139","Austin College","grid.423053.3","http://www.austincollege.edu/","http://en.wikipedia.org/wiki/Austin_College","http://dbpedia.org/resource/Austin_College","2016-06-24"
"14716724","Azim Premji University","grid.449272.e","http://azimpremjiuniversity.edu.in/","http://en.wikipedia.org/wiki/Azim_Premji_University","http://dbpedia.org/resource/Azim_Premji_University","2016-06-24"
"17866349","University of Toulouse","grid.11417.32","http://www.univ-toulouse.fr/","http://en.wikipedia.org/wiki/University_of_Toulouse","http://dbpedia.org/resource/University_of_Toulouse","2016-06-24"
"28630478","Kanya Maha Vidyalaya","","http://www.kmvjla.org/","http://en.wikipedia.org/wiki/Kanya_Maha_Vidyalaya","http://dbpedia.org/resource/Kanya_Maha_Vidyalaya","2016-06-24"
"36672615","Courant Institute of Mathematical Sciences","grid.482020.c","http://www.cims.nyu.edu/","http://en.wikipedia.org/wiki/Courant_Institute_of_Mathematical_Sciences","http://dbpedia.org/resource/Courant_Institute_of_Mathematical_Sciences","2016-06-24"
"51281103","Indian Institute of Remote Sensing","grid.466780.b","http://www.iirs.gov.in/","http://en.wikipedia.org/wiki/Indian_Institute_of_Remote_Sensing","http://dbpedia.org/resource/Indian_Institute_of_Remote_Sensing","2016-06-24"
"59058292","Gas Technology Institute","grid.421638.a","http://gastechnology.org/","http://en.wikipedia.org/wiki/Gas_Technology_Institute","http://dbpedia.org/resource/Gas_Technology_Institute","2016-06-24"
"63162264","Nokia Networks","","http://networks.nokia.com/","http://en.wikipedia.org/wiki/Nokia_Networks","http://dbpedia.org/resource/Nokia_Networks","2016-06-24"
"68163482","Bank of Greece","","http://www.bankofgreece.gr/Pages/en/default.aspx","http://en.wikipedia.org/wiki/Bank_of_Greece","http://dbpedia.org/resource/Bank_of_Greece","2016-06-24"
"71637028","University of Brighton","grid.12477.37","http://www.brighton.ac.uk/","http://en.wikipedia.org/wiki/University_of_Brighton","http://dbpedia.org/resource/University_of_Brighton","2016-06-24"
"73305655","AkzoNobel","grid.423893.7","http://www.akzonobel.com/","http://en.wikipedia.org/wiki/AkzoNobel","http://dbpedia.org/resource/AkzoNobel","2016-06-24"
"87673952","Erciyes University","grid.411739.9","http://www.erciyes.edu.tr/","http://en.wikipedia.org/wiki/Erciyes_University","http://dbpedia.org/resource/Erciyes_University","2016-06-24"
"90873290","Cooperative Institute for Research in the Atmosphere","","http://www.cira.colostate.edu/","http://en.wikipedia.org/wiki/Cooperative_Institute_for_Research_in_the_Atmosphere","http://dbpedia.org/resource/Cooperative_Institute_for_Research_in_the_Atmosphere","2016-06-24"
"94636976","Yamagata Prefectural University of Health Sciences","grid.440893.2","http://www.yachts.ac.jp/","http://en.wikipedia.org/wiki/Yamagata_Prefectural_University_of_Health_Sciences","http://dbpedia.org/resource/Yamagata_Prefectural_University_of_Health_Sciences","2016-06-24"
"98704320","Icahn School of Medicine at Mount Sinai","grid.59734.3c","http://icahn.mssm.edu/","http://en.wikipedia.org/wiki/Icahn_School_of_Medicine_at_Mount_Sinai","http://dbpedia.org/resource/Icahn_School_of_Medicine_at_Mount_Sinai","2016-06-24"
"99065089","Tsinghua University","grid.12527.33","http://www.tsinghua.edu.cn/","http://en.wikipedia.org/wiki/Tsinghua_University","http://dbpedia.org/resource/Tsinghua_University","2016-06-24"
"100445878","&#x00C9;cole centrale de Nantes","grid.16068.39","https://www.ec-nantes.fr/","http://en.wikipedia.org/wiki/École_centrale_de_Nantes","http://dbpedia.org/resource/École_centrale_de_Nantes","2016-06-24"
"103084370","Total S.A.","grid.424348.d","http://www.total.com/","http://en.wikipedia.org/wiki/Total_S.A.","http://dbpedia.org/resource/Total_S.A.","2016-06-24"
"108169390","Hyogo University of Health Sciences","grid.411532.0","http://www.huhs.ac.jp/","http://en.wikipedia.org/wiki/Hyogo_University_of_Health_Sciences","http://dbpedia.org/resource/Hyogo_University_of_Health_Sciences","2016-06-24"
"119865316","&#x00C9;cole nationale d&#039;ing&#x00E9;nieurs de Tarbes","grid.434192.9","http://www.enit.fr/","http://en.wikipedia.org/wiki/École_nationale_d'ingénieurs_de_Tarbes","http://dbpedia.org/resource/École_nationale_d'ingénieurs_de_Tarbes","2016-06-24"
"135140700","University of Bonn","grid.10388.32","http://www3.uni-bonn.de/news-1?set_language=en","http://en.wikipedia.org/wiki/University_of_Bonn","http://dbpedia.org/resource/University_of_Bonn","2016-06-24"
"137616099","Tshwane University of Technology","grid.412810.e","http://www.tut.ac.za/","http://en.wikipedia.org/wiki/Tshwane_University_of_Technology","http://dbpedia.org/resource/Tshwane_University_of_Technology","2016-06-24"
"149737473","Seirei Christopher University","grid.443623.4","http://www.seirei.ac.jp/","http://en.wikipedia.org/wiki/Seirei_Christopher_University","http://dbpedia.org/resource/Seirei_Christopher_University","2016-06-24"
"168685008","International Centre of Insect Physiology and Ecology","grid.419326.b","http://www.icipe.org/","http://en.wikipedia.org/wiki/International_Centre_of_Insect_Physiology_and_Ecology","http://dbpedia.org/resource/International_Centre_of_Insect_Physiology_and_Ecology","2016-06-24"
"177700922","Otaru University of Commerce","grid.444620.0","http://www.otaru-uc.ac.jp/","http://en.wikipedia.org/wiki/Otaru_University_of_Commerce","http://dbpedia.org/resource/Otaru_University_of_Commerce","2016-06-24"
"179255745","Stepan Company","","http://stepan.com/","http://en.wikipedia.org/wiki/Stepan_Company","http://dbpedia.org/resource/Stepan_Company","2016-06-24"
"181316896","Sir George Williams University","","","http://en.wikipedia.org/wiki/Sir_George_Williams_University","http://dbpedia.org/resource/Sir_George_Williams_University","2016-06-24"
"182286215","Institute of Arctic and Alpine Research","grid.474433.3","http://instaar.colorado.edu/","http://en.wikipedia.org/wiki/Institute_of_Arctic_and_Alpine_Research","http://dbpedia.org/resource/Institute_of_Arctic_and_Alpine_Research","2016-06-24"
"200813526","Harman International Industries","grid.473120.3","http://www.harman.com/","http://en.wikipedia.org/wiki/Harman_International_Industries","http://dbpedia.org/resource/Harman_International_Industries","2016-06-24"
"205158640","University of Sk&#x00F6;vde","grid.412798.1","https://www.his.se/","http://en.wikipedia.org/wiki/University_of_Skövde","http://dbpedia.org/resource/University_of_Skövde","2016-06-24"
"238144855","Gaziosmanpa&#x015F;a University","grid.411550.4","http://www.gop.edu.tr/","http://en.wikipedia.org/wiki/Gaziosmanpaşa_University","http://dbpedia.org/resource/Gaziosmanpaşa_University","2016-06-24"
"317561712","Orkney College UHI","","https://www.orkney.uhi.ac.uk/","http://en.wikipedia.org/wiki/Orkney_College","http://dbpedia.org/resource/Orkney_College","2016-06-24"
"863686930","Precision Health Economics","","http://www.precisionhealtheconomics.com/","http://en.wikipedia.org/wiki/Precision_Health_Economics","http://dbpedia.org/resource/Precision_Health_Economics","2016-06-24"
"875728190","Veer Bahadur Singh Purvanchal University","grid.444501.0","http://www.vbspu.ac.in/","http://en.wikipedia.org/wiki/Veer_Bahadur_Singh_Purvanchal_University","http://dbpedia.org/resource/Veer_Bahadur_Singh_Purvanchal_University","2016-06-24"
"910567637","St. John Fisher College","grid.417560.1","http://www.sjfc.edu/","http://en.wikipedia.org/wiki/St._John_Fisher_College","http://dbpedia.org/resource/St._John_Fisher_College","2016-06-24"
"1286081904","Centre for Economic Performance","","","","","2016-06-24"
"1322829787","SIL International","grid.481394.3","http://www.sil.org/","http://en.wikipedia.org/wiki/SIL_International","http://dbpedia.org/resource/SIL_International","2016-06-24"
"1333577951","California Department of Fish and Wildlife","grid.448376.a","http://www.wildlife.ca.gov/","http://en.wikipedia.org/wiki/California_Department_of_Fish_and_Wildlife","http://dbpedia.org/resource/California_Department_of_Fish_and_Wildlife","2016-06-24"
"1333985979","Japanese Ministry of Health, Labour and Welfare","grid.415828.2","http://www.mhlw.go.jp/","http://en.wikipedia.org/wiki/Ministry_of_Health,_Labour,_and_Welfare","http://dbpedia.org/resource/Ministry_of_Health,_Labour,_and_Welfare","2016-06-24"
"2799905417","University of Wisconsin Hospital and Clinics","grid.412647.2","","http://en.wikipedia.org/wiki/University_of_Wisconsin_Hospital_and_Clinics","http://dbpedia.org/resource/University_of_Wisconsin_Hospital_and_Clinics","2018-05-17"
"2800738734","Gran Sasso National Laboratory","grid.466877.c","","http://en.wikipedia.org/wiki/Laboratori_Nazionali_del_Gran_Sasso","http://dbpedia.org/resource/Laboratori_Nazionali_del_Gran_Sasso","2018-05-17"
"2800958632","Institut des Nanotechnologies de Lyon","grid.461906.c","","http://en.wikipedia.org/wiki/Institut_des_nanotechnologies_de_Lyon","http://dbpedia.org/resource/Institut_des_nanotechnologies_de_Lyon","2018-05-17"
"2801314757","Mount Wachusett Community College","grid.421909.7","","http://en.wikipedia.org/wiki/Mount_Wachusett_Community_College","http://dbpedia.org/resource/Mount_Wachusett_Community_College","2018-05-17"
"2801931480","German Red Cross","grid.433743.4","","http://en.wikipedia.org/wiki/German_Red_Cross","http://dbpedia.org/resource/German_Red_Cross","2018-05-17"
"2802161965","Edward Hospital","grid.414400.5","","http://en.wikipedia.org/wiki/Edward_Hospital","http://dbpedia.org/resource/Edward_Hospital","2018-05-17"
"2802431724","Missouri Botanical Garden","grid.190697.0","","http://en.wikipedia.org/wiki/Missouri_Botanical_Garden","http://dbpedia.org/resource/Missouri_Botanical_Garden","2018-05-17"
"2945275880","Airbnb","","https://www.airbnb.com/","","","2019-05-29"
"3017590076","Kyoto Medical Center","grid.410835.b","http://www.hosp.go.jp/~kyotolan/","","","2020-05-01"
"3020605285","Tokyo Metropolitan Komagome Hospital","grid.415479.a","http://www.cick.jp/english/","","","2020-05-01"
"699696","National Institute of Mental Health and Neurosciences","grid.416861.c","http://nimhans.ac.in/","http://en.wikipedia.org/wiki/National_Institute_of_Mental_Health_and_Neurosciences","http://dbpedia.org/resource/National_Institute_of_Mental_Health_and_Neurosciences","2016-06-24"
"5337786","Chatham University","grid.411264.4","http://www.chatham.edu/","http://en.wikipedia.org/wiki/Chatham_University","http://dbpedia.org/resource/Chatham_University","2016-06-24"
"9747756","Indian Institute of Information Technology and Management, Gwalior","grid.444426.4","http://www.iiitm.ac.in/","http://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee_Indian_Institute_of_Information_Technology_and_Management,_Gwalior","http://dbpedia.org/resource/Atal_Bihari_Vajpayee_Indian_Institute_of_Information_Technology_and_Management,_Gwalior","2016-06-24"
"16465266","Austral University of Chile","grid.7119.e","http://www.uach.cl/","http://en.wikipedia.org/wiki/Austral_University_of_Chile","http://dbpedia.org/resource/Austral_University_of_Chile","2016-06-24"
"19259007","West London Institute of Higher Education","","http://en.wikipedia.org/wiki/West_London_Institute_Of_Higher_Education","http://en.wikipedia.org/wiki/West_London_Institute_of_Higher_Education","http://dbpedia.org/resource/West_London_Institute_of_Higher_Education","2016-06-24"
"19923373","Moody&#039;s Investors Service","","http://www.moodys.com/","http://en.wikipedia.org/wiki/Moody's_Investors_Service","http://dbpedia.org/resource/Moody's_Investors_Service","2016-06-24"
"21620634","Toyo Engineering Corporation","","http://www.toyo-eng.com/jp/en/","http://en.wikipedia.org/wiki/Toyo_Engineering_Corporation","http://dbpedia.org/resource/Toyo_Engineering_Corporation","2016-06-24"
"41670491","Meteorological College","","http://www.mc-jma.go.jp/mcjma/","http://en.wikipedia.org/wiki/Meteorological_College","http://dbpedia.org/resource/Meteorological_College","2016-06-24"
"43545212","Ehime University","grid.255464.4","http://www.ehime-u.ac.jp/english/index.html","http://en.wikipedia.org/wiki/Ehime_University","http://dbpedia.org/resource/Ehime_University","2016-06-24"
"53508799","Tumkur University","grid.412825.8","http://tumkuruniversity.ac.in/","http://en.wikipedia.org/wiki/Tumkur_University","http://dbpedia.org/resource/Tumkur_University","2016-06-24"
"55143463","University of Turin","grid.7605.4","http://www.unito.it/","http://en.wikipedia.org/wiki/University_of_Turin","http://dbpedia.org/resource/University_of_Turin","2016-06-24"
"56475706","Mid Sweden University","grid.29050.3e","http://www.miun.se/en","http://en.wikipedia.org/wiki/Mid_Sweden_University","http://dbpedia.org/resource/Mid_Sweden_University","2016-06-24"
"60858718","University of Aveiro","grid.7311.4","https://www.ua.pt/","http://en.wikipedia.org/wiki/University_of_Aveiro","http://dbpedia.org/resource/University_of_Aveiro","2016-06-24"
"64427410","Hong Kong Shue Yan University","grid.445012.6","http://www.hksyu.edu/","http://en.wikipedia.org/wiki/Hong_Kong_Shue_Yan_University","http://dbpedia.org/resource/Hong_Kong_Shue_Yan_University","2016-06-24"
"70387731","Amasya University","grid.411355.7","http://www.amasya.edu.tr/","http://en.wikipedia.org/wiki/Amasya_University","http://dbpedia.org/resource/Amasya_University","2016-06-24"
"85230861","Morehouse College","grid.260235.0","http://www.morehouse.edu/","http://en.wikipedia.org/wiki/Morehouse_College","http://dbpedia.org/resource/Morehouse_College","2016-06-24"
"87653560","VTT Technical Research Centre of Finland","grid.6324.3","http://www.vttresearch.com/","http://en.wikipedia.org/wiki/VTT_Technical_Research_Centre_of_Finland","http://dbpedia.org/resource/VTT_Technical_Research_Centre_of_Finland","2016-06-24"
"98640878","Bedford College","grid.461925.d","","http://en.wikipedia.org/wiki/Bedford_College_(London)","http://dbpedia.org/resource/Bedford_College_(London)","2016-06-24"
"113198587","National Institute of Genetics","grid.288127.6","http://www.nig.ac.jp/nig/","http://en.wikipedia.org/wiki/National_Institute_of_Genetics","http://dbpedia.org/resource/National_Institute_of_Genetics","2016-06-24"
"119888943","Gonzaga University","grid.256410.4","http://www.gonzaga.edu/","http://en.wikipedia.org/wiki/Gonzaga_University","http://dbpedia.org/resource/Gonzaga_University","2016-06-24"
"127251866","Alfred Wegener Institute for Polar and Marine Research","grid.10894.34","http://www.awi.de/en/","http://en.wikipedia.org/wiki/Alfred_Wegener_Institute_for_Polar_and_Marine_Research","http://dbpedia.org/resource/Alfred_Wegener_Institute_for_Polar_and_Marine_Research","2016-06-24"
"133867180","Florida State University College of Business","","http://www.business.fsu.edu/","http://en.wikipedia.org/wiki/Florida_State_University_College_of_Business","http://dbpedia.org/resource/Florida_State_University_College_of_Business","2016-06-24"
"139421005","Trusted Information Systems","","","http://en.wikipedia.org/wiki/Trusted_Information_Systems","http://dbpedia.org/resource/Trusted_Information_Systems","2016-06-24"
"162051807","Carol Davila University of Medicine and Pharmacy","grid.8194.4","http://www.umf.ro/","http://en.wikipedia.org/wiki/Carol_Davila_University_of_Medicine_and_Pharmacy","http://dbpedia.org/resource/Carol_Davila_University_of_Medicine_and_Pharmacy","2016-06-24"
"165690674","Oregon Health &amp; Science University","grid.5288.7","http://www.ohsu.edu/","http://en.wikipedia.org/wiki/Oregon_Health_&_Science_University","http://dbpedia.org/resource/Oregon_Health_&_Science_University","2016-06-24"
"166073570","Binus University","grid.440753.1","http://www.binus.ac.id/","http://id.wikipedia.org/wiki/Universitas_Bina_Nusantara","http://id.wikipedia.org/wiki/Universitas_Bina_Nusantara","2016-06-24"
"176834541","Guangdong Medical College","grid.410560.6","http://www.gdmu.edu.cn/english.htm","http://en.wikipedia.org/wiki/Guangdong_Medical_College","http://dbpedia.org/resource/Guangdong_Medical_College","2016-06-24"
"180437899","University of Bremen","grid.7704.4","http://www.uni-bremen.de/en.html","http://en.wikipedia.org/wiki/University_of_Bremen","http://dbpedia.org/resource/University_of_Bremen","2016-06-24"
"184895075","Metz","","http://www.metz.de/","http://en.wikipedia.org/wiki/Metz_(company)","http://dbpedia.org/resource/Metz_(company)","2016-06-24"
"194163208","National Louis University","grid.431100.7","http://www.nl.edu/","http://en.wikipedia.org/wiki/National_Louis_University","http://dbpedia.org/resource/National_Louis_University","2016-06-24"
"204983213","Harbin Institute of Technology","grid.19373.3f","http://www.hit.edu.cn/","http://en.wikipedia.org/wiki/Harbin_Institute_of_Technology","http://dbpedia.org/resource/Harbin_Institute_of_Technology","2016-06-24"
"226983648","Narsee Monjee Institute of Management Studies","grid.444588.1","http://www.nmims.edu/","http://en.wikipedia.org/wiki/Narsee_Monjee_Institute_of_Management_Studies","http://dbpedia.org/resource/Narsee_Monjee_Institute_of_Management_Studies","2016-06-24"
"335284955","Foundation for Liver Research","grid.479039.0","http://www.liver-research.org.uk/","http://en.wikipedia.org/wiki/Foundation_for_Liver_Research","http://dbpedia.org/resource/Foundation_for_Liver_Research","2016-06-24"
"348769827","Public Health England","","https://www.gov.uk/government/organisations/public-health-england","http://en.wikipedia.org/wiki/Public_Health_England","http://dbpedia.org/resource/Public_Health_England","2016-06-24"
"859910249","Systems Planning and Analysis","grid.456201.4","http://www.spa.com/","http://www.spa.com/contact.aspx","http://www.spa.com/contact.aspx","2016-06-24"
"918919364","Switch","grid.438552.d","https://www.switch.com/","http://en.wikipedia.org/wiki/Switch_(company)","http://dbpedia.org/resource/Switch_(company)","2016-06-24"
"1283220839","Hochschule der Medien","grid.434945.b","https://www.hdm-stuttgart.de/english","http://en.wikipedia.org/wiki/Hochschule_der_Medien","http://dbpedia.org/resource/Hochschule_der_Medien","2016-06-24"
"1338920048","Marine Biological Laboratory","grid.144532.5","http://www.mbl.edu/","http://en.wikipedia.org/wiki/Marine_Biological_Laboratory","http://dbpedia.org/resource/Marine_Biological_Laboratory","2016-06-24"
"2800811450","David Grant USAF Medical Center","grid.462085.d","","http://en.wikipedia.org/wiki/David_Grant_USAF_Medical_Center","http://dbpedia.org/resource/David_Grant_USAF_Medical_Center","2018-05-17"
