"id","name","ispartof","location","homepage","timeline.owl#start","timeline.owl#end","abstractregistrationdate","notificationduedate","submissiondeadlinedate","finalversionduedate","created"
"7785157","TIME 2008","2624631009","http://dbpedia.org/resource/Montreal","http://www.time2008.org/","2008-06-16","2008-06-18",NULL,NULL,"2008-01-11",NULL,"2016-06-24"
"15420687","IPMU 2008","1128239323","http://dbpedia.org/resource/Málaga","http://www.gimac.uma.es/ipmu08","2008-06-22","2008-06-27",NULL,NULL,"2007-12-07",NULL,"2016-06-24"
"18230910","SASN 2009","1128894334","http://dbpedia.org/resource/Saint_Petersburg","http://www.ieee-sasn.org/index.html","2009-10-12","2009-10-14","2009-06-19","2009-07-31","2009-06-26","2009-09-11","2016-06-24"
"31227610","EUROCON 2011","1190350587","http://dbpedia.org/resource/Lisbon","http://www.eurocon2011.it.pt/","2011-04-27","2011-04-29",NULL,"2011-01-30","2010-10-30","2011-02-28","2016-06-24"
"44720736","SKG 2010","1135681269","http://dbpedia.org/resource/Ningbo","http://www.culturegrid.net/skg2010/","2010-11-01","2010-11-03",NULL,"2010-04-25","2010-03-15","2010-05-30","2016-06-24"
"59954559","SoCPaR 2010","1180161503","http://dbpedia.org/resource/Paris","http://www.socpar.org/index.html","2010-12-07","2010-12-10",NULL,"2010-08-31","2010-08-10","2010-10-30","2016-06-24"
"68472377","CARE 2010","1142184186","http://dbpedia.org/resource/Toronto","http://www.csse.monash.edu.au/~xtg/CARE2010/","2010-08-31","2010-08-31","2010-04-14","2010-05-28","2010-04-16","2010-06-07","2016-06-24"
"117819942","SCSC 2012","1179516875","http://dbpedia.org/resource/Genoa","http://www.msc-les.org/Conf/SCSC2012/index.htm","2012-07-08","2012-07-11",NULL,"2012-03-15","2012-02-01","2012-04-16","2016-06-24"
"126949542","TSD 2009","1142381819","http://dbpedia.org/resource/Plzeň","http://www.tsdconference.org/","2009-09-13","2009-09-18",NULL,"2009-05-15","2009-03-22","2009-05-31","2016-06-24"
"151301214","PLDI 2013","1127352206","http://dbpedia.org/resource/Seattle","http://pldi2013.ucombinator.org/","2013-06-16","2013-06-21",NULL,"2013-02-05","2012-11-11",NULL,"2016-06-24"
"177568966","CLOUD 2013","1137657189","http://dbpedia.org/resource/Santa_Clara,_California","http://www.thecloudcomputing.org/2013/","2013-06-27","2013-07-02",NULL,NULL,"2013-01-28",NULL,"2016-06-24"
"185510187","UbiComp 2013","1171345118","http://dbpedia.org/resource/Zürich","http://www.ubicomp.org/ubicomp2013/","2013-09-08","2013-09-12",NULL,"2013-06-16","2013-03-22","2013-06-23","2016-06-24"
"190714372","FAST 2010","2758937542","http://dbpedia.org/resource/Pisa","http://www.iit.cnr.it/FAST2010","2010-09-16","2010-09-17","2010-06-13","2010-07-19","2010-06-20",NULL,"2016-06-24"
"197266042","EUC 2011","1159702908","http://dbpedia.org/resource/Melbourne","http://anss.org.au/euc2011/","2011-10-24","2011-10-26","2011-04-30","2011-07-15","2011-06-15","2011-08-15","2016-06-24"
"575533079","FPL 2015","1191474766","http://dbpedia.org/resource/London","http://fpl2015.org","2015-09-02","2015-09-04","2015-03-27","2015-06-05","2015-04-03","2015-06-26","2016-06-24"
"582677084","Globe 2013","1152803012","http://dbpedia.org/resource/Prague","http://www.dexa.org","2013-08-26","2013-08-30",NULL,NULL,"2013-04-03",NULL,"2016-06-24"
"590683684","BIBM 2015","1156210184","http://dbpedia.org/resource/Washington,_D.C.","http://cci.drexel.edu/ieeebibm/bibm2015/","2015-11-09","2015-11-12",NULL,"2015-09-18","2015-07-05","2015-10-02","2016-06-24"
"627629764","CNS 2012","1201662314","http://dbpedia.org/resource/Orlando,_Florida","http://www.scs.org/springsim/2012","2012-03-26","2012-03-26",NULL,NULL,"2011-12-01",NULL,"2016-06-24"
"639759295","KEOD 2009","1194587682","http://dbpedia.org/resource/Funchal","http://www.keod.ic3k.org","2009-10-06","2009-10-08",NULL,"2009-06-16","2009-05-12","2009-06-30","2016-06-24"
"641873683","VISAPP 2012","1179772154","http://dbpedia.org/resource/Rome","http://www.visapp.visigrapp.org","2012-02-24","2012-02-26",NULL,"2011-12-02","2011-10-11","2011-12-15","2016-06-24"
"2323497623","ICECS 2016","2623819433","http://dbpedia.org/resource/Coimbatore","http://www.icecs.in","2016-02-25","2016-02-26",NULL,"2016-01-15","2015-12-15","2016-02-01","2016-06-24"
"2330033299","JFSMA 2016","2759576092","http://dbpedia.org/resource/Rouen","http://jfsma2016.litislab.fr/","2016-09-05","2016-09-07",NULL,NULL,"2016-03-31",NULL,"2016-06-24"
"2606712832","ACIVS 2017","1187637167","http://dbpedia.org/resource/Antwerp","http://acivs.org/acivs2017/","2017-09-18","2017-09-21",NULL,NULL,"2017-04-15",NULL,"2017-04-28"
"2607163973","DSN 2017","1187160151","http://dbpedia.org/resource/Denver",NULL,"2017-06-26","2017-06-29",NULL,NULL,"2016-12-05",NULL,"2017-04-28"
"2624997739","SSD 2015","2623983128","http://dbpedia.org/resource/Mahdia",NULL,"2015-03-16","2015-03-19",NULL,NULL,NULL,NULL,"2017-06-23"
"2625103195","CEIDP 2011","2622324446","http://dbpedia.org/resource/Cancún",NULL,"2011-10-16","2011-10-19",NULL,NULL,NULL,NULL,"2017-06-23"
"2625152540","SoutheastCon 2010","2621818959","http://dbpedia.org/resource/Concord,_North_Carolina",NULL,"2010-03-18","2010-03-21",NULL,NULL,NULL,NULL,"2017-06-23"
"2625334537","RTAS 2011","1190910256","http://dbpedia.org/resource/Chicago",NULL,"2011-04-11","2011-04-14",NULL,NULL,NULL,NULL,"2017-06-23"
"2625487922","ICICIP 2010","2621438740","http://dbpedia.org/resource/Dalian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625580199","OFC 2014","2621451516","http://dbpedia.org/resource/San_Francisco",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626910704","CriMiCo 2013","2621730872","http://dbpedia.org/resource/Sevastopol",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2677300087","ISDEIV 2000","2623677177","http://dbpedia.org/resource/Xi'an",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2736019748","ICSET 2014","2734983331","http://dbpedia.org/resource/Bandung",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-07-21"
"2736129512","T4E 2015","2735173499","http://dbpedia.org/resource/Warangal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-07-21"
"2785793576","ASPLOS 2015","1174091362","http://dbpedia.org/resource/Istanbul","http://asplos15.bilkent.edu.tr/","2015-03-14","2015-03-18","2014-07-31","2014-11-10","2014-08-07","2015-01-14","2018-02-23"
"2791032243","INFOCOM 2002","1143723981","http://dbpedia.org/resource/New_York_City",NULL,"2002-06-23","2002-06-27",NULL,NULL,NULL,NULL,"2018-03-29"
"2791215493","SIGMOD 2004","1175089206","http://dbpedia.org/resource/Paris","https://sigmod.org/publications/pastconf/sigmod2004/index.html","2004-06-13","2004-06-18",NULL,NULL,NULL,NULL,"2018-03-29"
"2792449535","ICFP 2004","1162793720","http://dbpedia.org/resource/Snowbird,_Utah",NULL,"2004-09-19","2004-09-22",NULL,NULL,NULL,NULL,"2018-03-29"
"2792473929","SIGMETRICS 1993","1131589359","http://dbpedia.org/resource/Santa_Clara,_California",NULL,"1993-05-10","1993-05-24",NULL,NULL,NULL,NULL,"2018-03-29"
"2889779806","PECCS 2019","1183305007","http://dbpedia.org/resource/Vienna","http://www.peccs.org/","2019-09-19","2019-09-20",NULL,"2019-06-28","2019-04-29","2019-07-12","2018-09-27"
"2889833488","ACNS 2019","1160211978","http://dbpedia.org/resource/Bogotá","http://www.acns19.com/","2019-06-05","2019-06-07",NULL,"2019-03-22","2019-01-22","2019-04-05","2018-09-27"
"2911782363","ATS 1986","2708360643","http://dbpedia.org/resource/Kansas_City,_Missouri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-21"
"10369680","FMCAD 2015","1166230065","http://dbpedia.org/resource/Austin,_Texas","http://www.cs.utexas.edu/users/hunt/FMCAD/FMCAD15/index.shtml","2015-09-27","2015-09-30",NULL,NULL,NULL,NULL,"2016-06-24"
"19417372","APLAS 2011","1139297330","http://dbpedia.org/resource/Kenting_National_Park","http://flolac.iis.sinica.edu.tw/aplas11/files/cfp.txt","2011-12-05","2011-12-07","2011-06-13","2011-08-29","2011-06-17","2011-09-19","2016-06-24"
"22006563","ECKM 2014","1152899768","http://dbpedia.org/resource/Santarém,_Portugal","http://academic-conferences.org/eckm/eckm2014/eckm14-home.htm","2014-09-04","2014-09-05",NULL,NULL,NULL,NULL,"2016-06-24"
"25107826","PADL 2010","1124147936","http://dbpedia.org/resource/Madrid","http://clip.dia.fi.upm.es/Conferences/PADL-2010/","2010-01-18","2010-01-19","2009-08-31","2009-10-05","2009-09-04","2009-10-26","2016-06-24"
"31625443","HotOS 2009","2605467207","http://dbpedia.org/resource/Monte,_Haute-Corse","http://www.usenix.org/events/hotos09/","2009-05-18","2009-05-20",NULL,"2009-03-10","2009-01-13",NULL,"2016-06-24"
"55832982","FSEN 2013","1162850487","http://dbpedia.org/resource/Tehran","http://fsen.ir/2013/","2013-04-24","2013-04-26","2012-10-19","2012-12-14","2012-10-26","2013-01-11","2016-06-24"
"90634473","ISNN 2012","1161424158","http://dbpedia.org/resource/Shenyang","http://isnn.mae.cuhk.edu.hk/","2012-07-11","2012-07-14",NULL,"2012-03-15","2012-01-15","2012-04-01","2016-06-24"
"109193123","RV 2012","1200543359","http://dbpedia.org/resource/Istanbul","http://rv2012.ku.edu.tr/","2012-09-25","2012-09-28",NULL,NULL,"2012-06-03",NULL,"2016-06-24"
"138680664","SACMAT 2010","1176361994","http://dbpedia.org/resource/Pittsburgh","http://www.sacmat.org/","2010-06-09","2010-06-11",NULL,"2010-02-26","2010-01-08","2010-03-19","2016-06-24"
"148973954","ICWS 2013","1202201565","http://dbpedia.org/resource/Santa_Clara,_California","http://conferences.computer.org/icws/2013/index.html","2013-06-27","2013-07-02","2013-01-21","2013-03-01","2013-01-28","2013-03-15","2016-06-24"
"151063878","ISIT 2014","1197656824","http://dbpedia.org/resource/Honolulu","http://www.isit2014.org/","2014-06-29","2014-07-04",NULL,"2014-03-30","2014-01-19","2014-05-04","2016-06-24"
"166511603","ANTS 2010","2759315770","http://dbpedia.org/resource/Brussels","http://iridia.ulb.ac.be/ants2010","2010-09-08","2010-09-10",NULL,"2010-04-30","2010-03-07","2010-05-14","2016-06-24"
"182500408","WSKS 2008","1139686887","http://dbpedia.org/resource/Athens","http://www.open-knowledge-society.org/summit.htm","2008-09-26","2008-09-28",NULL,NULL,"2008-05-10",NULL,"2016-06-24"
"192632174","SEAMS 2013","2757408007","http://dbpedia.org/resource/San_Francisco","http://www.yorku.ca/mlitoiu/seams2013/","2013-05-20","2013-05-21",NULL,"2013-02-28","2013-01-21","2013-03-25","2016-06-24"
"192723136","WACV 2009","1149655676","http://dbpedia.org/resource/Snowbird,_Utah","http://vision.cs.byu.edu/wacv2009/wacv.php","2009-12-07","2009-12-09",NULL,"2009-09-04","2009-08-06","2009-10-09","2016-06-24"
"575149896","ICDM 2012","2759197562","http://dbpedia.org/resource/Berlin","http://www.data-mining-forum.de","2012-07-13","2012-07-13",NULL,NULL,"2011-12-18",NULL,"2016-06-24"
"578217990","CIT 2015","1120281879","http://dbpedia.org/resource/Liverpool","http://cse.stfx.ca/~cit2015/","2015-10-26","2015-10-28",NULL,"2015-08-15","2015-06-15","2015-09-15","2016-06-24"
"586771414","POST 2015","1194640161","http://dbpedia.org/resource/London","http://www.etaps.org/index.php/2015","2015-04-11","2015-04-19",NULL,NULL,"2014-10-17",NULL,"2016-06-24"
"594700493","RO-MAN 2016","1184553942","http://dbpedia.org/resource/New_York_City",NULL,"2016-08-22","2016-08-27",NULL,NULL,"2016-02-15",NULL,"2016-06-24"
"595493697","ADS 2013","1142784253","http://dbpedia.org/resource/San_Diego","http://www.scs.org","2013-04-07","2013-04-10",NULL,NULL,"2012-12-21",NULL,"2016-06-24"
"619443150","ESOP 2012","1136861413","http://dbpedia.org/resource/Tallinn","http://www.etaps.org/2012","2012-03-24","2012-03-24",NULL,NULL,"2011-10-14",NULL,"2016-06-24"
"635901898","AVI 2016","1134066369","http://dbpedia.org/resource/Bari","http://www.di.uniba.it/~avi2016","2016-06-07","2016-06-10",NULL,NULL,NULL,NULL,"2016-06-24"
"636466164","LCTES 2011","1131672992","http://dbpedia.org/resource/Chicago","http://lctes2011.elis.ugent.be/","2011-04-12","2011-04-14",NULL,NULL,"2010-10-08",NULL,"2016-06-24"
"645224218","Mobilware 2013","1133745702","http://dbpedia.org/resource/Bologna","http://mobilware.org/show/home","2013-11-11","2013-11-13",NULL,NULL,"2013-09-01",NULL,"2016-06-24"
"654793683","HPDC 2010","1141854641","http://dbpedia.org/resource/Chicago","http://hpdc2010.eecs.northwestern.edu","2010-06-21","2010-06-25","2010-01-15","2010-03-30","2010-01-22","2010-04-23","2016-06-24"
"2316516226","CHES 2016","1127098075","http://dbpedia.org/resource/Santa_Barbara,_California","http://www.chesworkshop.org/ches2016/cfp.php","2016-08-17","2016-08-19",NULL,"2016-05-16","2016-03-04","2016-06-06","2016-06-24"
"2625182351","ITST 2007","2622760654","http://dbpedia.org/resource/Sophia_Antipolis",NULL,"2007-06-06","2007-06-08",NULL,NULL,NULL,NULL,"2017-06-23"
"2625330744","ICOPS 2011","2624319261","http://dbpedia.org/resource/Chicago",NULL,"2011-06-26","2011-06-30",NULL,NULL,NULL,NULL,"2017-06-23"
"2625387199","CISTI 2015","2622026361","http://dbpedia.org/resource/Aveiro,_Portugal",NULL,"2015-06-17","2015-06-20",NULL,NULL,NULL,NULL,"2017-06-23"
"2626064804","EPEP 2004","2623246904","http://dbpedia.org/resource/Portland,_Oregon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626114132","AFRICON 2015","2623206305","http://dbpedia.org/resource/Addis_Ababa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626201145","ICSSSM 2011","2624469430","http://dbpedia.org/resource/Tianjin",NULL,"2011-06-25","2011-06-27",NULL,NULL,NULL,NULL,"2017-06-23"
"2626212199","MWSCAS 2016","2622932236","http://dbpedia.org/resource/Abu_Dhabi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626301090","ISIC 2013","2621773577","http://dbpedia.org/resource/Hyderabad",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626915075","MWSCAS 2015","2622932236","http://dbpedia.org/resource/Fort_Collins,_Colorado",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2627018781","DASC 2004","2623443981","http://dbpedia.org/resource/Salt_Lake_City",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2627043187","IEMT 2014","2623751309","http://dbpedia.org/resource/Johor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2639261522","VLSIT 2001","2623583991","http://dbpedia.org/resource/Kyoto",NULL,"2001-06-12","2001-06-14",NULL,NULL,NULL,NULL,"2017-06-30"
"2734510426","CyCon 2013","2735442167","http://dbpedia.org/resource/Tallinn",NULL,"2013-06-04","2013-06-07",NULL,NULL,NULL,NULL,"2017-07-21"
"2785395174","AAMAS 2013","1168671587","http://dbpedia.org/resource/Saint_Paul,_Minnesota","http://www.aamas-conference.org/AAMAS/aamas2013/","2013-05-06","2013-05-10","2012-10-08","2012-12-20","2012-10-12",NULL,"2018-02-23"
"2786900946","COLT 1996","1177622950","http://dbpedia.org/resource/Desenzano_del_Garda",NULL,"1996-06-28","1996-07-01",NULL,NULL,NULL,NULL,"2018-02-23"
"2791162811","ICCAD 1988","1128132410","http://dbpedia.org/resource/Santa_Clara,_California",NULL,"1988-11-07","1988-11-10",NULL,NULL,NULL,NULL,"2018-03-29"
"2793162270","SIGMOD 1975","1175089206","http://dbpedia.org/resource/San_Jose,_California",NULL,"1975-05-14","1975-05-16",NULL,NULL,NULL,NULL,"2018-03-29"
"2794122643","VLDB 2005","1133523790","http://dbpedia.org/resource/Trondheim","http://www.vldb.org/archives/website/2005/","2005-08-30","2005-09-02",NULL,NULL,NULL,NULL,"2018-03-29"
"2890012866","EGPGV 2018","1129857081","http://dbpedia.org/resource/Brno","http://egpgv.org/","2018-06-04","2018-06-04",NULL,NULL,NULL,NULL,"2018-09-27"
"2891231259","IEEE CCRA 2018","2898155207","http://dbpedia.org/resource/Barranquilla","http://ieee-ccra.org","2018-11-01","2018-11-03",NULL,NULL,"2018-09-16",NULL,"2018-09-27"
"2891619726","ICCD 2018","1186985151","http://dbpedia.org/resource/Orlando,_Florida","http://www.iccd-conf.com","2018-10-07","2018-10-10",NULL,NULL,"2018-05-25",NULL,"2018-09-27"
"762153","ASAP 2013","1154737535","http://dbpedia.org/resource/Washington,_D.C.","http://asap-conference.org","2013-06-05","2013-06-07","2013-02-08","2013-03-15","2013-02-15","2013-04-05","2016-06-24"
"19489134","VaMoS 2008","1171878286","http://dbpedia.org/resource/Essen","http://www.vamos-workshop.net","2008-01-16","2008-01-18",NULL,NULL,"2007-11-01",NULL,"2016-06-24"
"38068840","ISQED 2013","1164253245","http://dbpedia.org/resource/Santa_Clara,_California","http://www.ISQED.org","2013-03-04","2013-03-06",NULL,"2012-11-24","2012-09-12","2013-01-10","2016-06-24"
"54644277","ECIR 2015","1180513217","http://dbpedia.org/resource/Vienna","http://ecir2015.ifs.tuwien.ac.at/wp/","2015-03-29","2015-04-02",NULL,"2014-12-01","2014-10-01","2015-01-11","2016-06-24"
"58551748","ICEC 2010","2754238509","http://dbpedia.org/resource/Beijing","http://www.icec-meeting.org","2010-09-18","2010-09-19",NULL,"2010-07-18","2010-06-18","2010-08-18","2016-06-24"
"78432036","SSBSE 2010","1144017017","http://dbpedia.org/resource/Benevento","http://www.ssbse.org/","2010-09-07","2010-09-09",NULL,"2010-06-21","2010-04-30",NULL,"2016-06-24"
"81434050","ACM WiSec 2011","1133148025","http://dbpedia.org/resource/Hamburg","http://www.sigsac.org/wisec/WiSec2011/","2011-06-14","2011-06-17",NULL,"2011-02-18","2010-12-08","2011-03-18","2016-06-24"
"88681875","SUM 2013","1154921601","http://dbpedia.org/resource/Washington,_D.C.","http://informatique.umons.ac.be/sum2013","2013-09-16","2013-09-18","2013-04-05","2013-05-24","2013-04-12","2013-06-14","2016-06-24"
"90589879","ALENEX 2009","1159482685","http://dbpedia.org/resource/New_York_City","http://www.siam.org/meetings/alenex09","2009-01-03","2009-01-03",NULL,NULL,"2008-10-01",NULL,"2016-06-24"
"92190328","OSS 2011","1176326080","http://dbpedia.org/resource/Salvador,_Bahia","http://oss2011.org/","2011-10-06","2011-10-07",NULL,"2011-05-08","2011-04-08","2011-06-07","2016-06-24"
"125495240","CIBB 2009","1194858622","http://dbpedia.org/resource/Genoa","http://cibb09.disi.unige.it","2009-10-15","2009-10-17",NULL,"2009-06-15","2009-04-30","2009-07-15","2016-06-24"
"130084677","ALT 2011","1193108635","http://dbpedia.org/resource/Espoo","http://www-alg.ist.hokudai.ac.jp/~thomas/ALT11/alt11.jhtml","2011-10-05","2011-10-07",NULL,"2011-06-30","2011-05-18","2011-07-10","2016-06-24"
"142715759","SCAI 2013","1133014621","http://dbpedia.org/resource/Aalborg","http://scai2013.cs.aau.dk","2013-11-20","2013-11-22",NULL,NULL,"2013-07-13",NULL,"2016-06-24"
"148419202","VCIP 2011","1175927799","http://dbpedia.org/resource/Tainan","http://conf.ncku.edu.tw/vcip2011/","2011-11-06","2011-11-09",NULL,"2011-06-15","2011-04-22","2011-06-29","2016-06-24"
"152792316","MTT 2010","2622908915","http://dbpedia.org/resource/Anaheim,_California","http://www.ims2010.org/","2010-05-23","2010-05-28",NULL,"2010-01-18","2009-11-30","2010-03-04","2016-06-24"
"156506262","CISSE 2007","1196277353","http://dbpedia.org/resource/Bridgeport,_Connecticut","http://www.cisse2007online.org/","2007-12-03","2007-12-12",NULL,NULL,"2007-10-05",NULL,"2016-06-24"
"190363484","FMCAD 2011","1166230065","http://dbpedia.org/resource/Austin,_Texas","http://www.fmcad.org/","2011-10-30","2011-11-02","2011-05-11","2011-07-15","2011-05-18","2011-08-05","2016-06-24"
"198148061","ISWC 2010","1155608529","http://dbpedia.org/resource/Shanghai","http://iswc2010.semanticweb.org/","2010-11-07","2010-11-11","2010-06-21","2010-08-16","2010-06-28",NULL,"2016-06-24"
"203130957","MWCN 2008","1130677785","http://dbpedia.org/resource/Toulouse","http://www.irit.fr/MWCN2008/","2008-09-29","2008-09-30",NULL,"2008-05-05","2008-03-03",NULL,"2016-06-24"
"575731081","MACE 2010","1159793393","http://dbpedia.org/resource/Niagara_Falls,_Ontario","http://www.cnsm2010.org","2010-10-28","2010-10-28",NULL,NULL,"2010-06-11",NULL,"2016-06-24"
"600322106","SOSP&#039;09 2009","1171178643","http://dbpedia.org/resource/Big_Sky,_Montana","http://www.sigops.org/sosp/sosp09","2009-10-11","2009-10-11",NULL,NULL,"2009-03-09",NULL,"2016-06-24"
"601244870","ASWEC 2015","1148944599","http://dbpedia.org/resource/Adelaide","http://www.aswec2015.org/","2015-09-28","2015-10-01","2015-05-03","2015-06-20","2015-05-10","2015-07-10","2016-06-24"
"622821322","ISNN 2007","1161424158",NULL,NULL,"2007-06-03","2007-06-03",NULL,NULL,"2007-01-01",NULL,"2016-06-24"
"629045809","MMVR 2014","2757021987","http://dbpedia.org/resource/California","http://nextmed.com","2014-02-20","2014-02-22",NULL,NULL,"2013-08-01",NULL,"2016-06-24"
"631127350","WADS 2011","1149998698","http://dbpedia.org/resource/Brooklyn","http://www.wads.org","2011-08-15","2011-08-15",NULL,NULL,"2011-02-22",NULL,"2016-06-24"
"650680218","OPTICS 2011","1177109782","http://dbpedia.org/resource/Seville","http://www.optics.icete.org","2011-07-18","2011-07-21",NULL,"2011-04-18","2011-02-18","2011-05-05","2016-06-24"
"656086266","ICPS 2010","1136074208","http://dbpedia.org/resource/Berlin",NULL,"2010-07-13","2010-07-16",NULL,NULL,"2010-04-25",NULL,"2016-06-24"
"2314377360","SIGMOD 2017","1175089206","http://dbpedia.org/resource/Raleigh,_North_Carolina","http://sigmod2017.org","2017-05-14","2017-05-19","2016-07-15","2016-09-28","2016-07-22","2017-02-01","2016-06-24"
"2327701104","CloudCom 2016","1159170270","http://dbpedia.org/resource/Luxembourg_City","http://2016.cloudcom.org","2016-12-12","2016-12-15","2016-06-08","2016-08-15","2016-06-15","2016-09-15","2016-06-24"
"2331248767","DCC 2017","1185773761","http://dbpedia.org/resource/Utah","http://www.cs.brandeis.edu/~dcc/index.html","2017-04-04","2017-04-07",NULL,NULL,NULL,NULL,"2016-06-24"
"2335594623","ICMCS 2016","1203986124","http://dbpedia.org/resource/Marrakesh","http://www.med-space.org/icmcs16/","2016-09-29","2016-10-01",NULL,"2016-05-15","2016-04-15","2016-05-30","2016-06-24"
"2605560821","SAM 2017","1184750640","http://dbpedia.org/resource/Monte_Carlo_Resort_and_Casino","http://www.americancse.org/events/csce2017","2017-07-17","2017-07-20",NULL,NULL,"2017-03-24",NULL,"2017-04-28"
"2606062299","ESA 2017","1154039276","http://dbpedia.org/resource/Vienna",NULL,"2017-09-04","2017-09-06",NULL,NULL,NULL,NULL,"2017-04-28"
"2624692000","OMN 2014","2622038583","http://dbpedia.org/resource/Glasgow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2624736546","ECCE 2010","2623375820","http://dbpedia.org/resource/Atlanta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2624837495","ASICON 2007","2623605732","http://dbpedia.org/resource/Guilin",NULL,"2007-10-22","2007-10-25",NULL,NULL,NULL,NULL,"2017-06-23"
"2624901368","AusCTW 2005","2623485813","http://dbpedia.org/resource/Brisbane",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625006645","EPEP 2008","2623246904","http://dbpedia.org/resource/San_Jose,_California",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625445018","DRC 1998","2621683815","http://dbpedia.org/resource/Charlottesville,_Virginia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625491107","CCDC 2017","2624597182","http://dbpedia.org/resource/Chongqing",NULL,"2017-05-28","2017-05-30",NULL,NULL,NULL,NULL,"2017-06-23"
"2625587251","NORCHIP 2008","2623315418","http://dbpedia.org/resource/Tallinn",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2625683820","PEDS 2015","2624393947","http://dbpedia.org/resource/Sydney",NULL,"2015-06-09","2015-06-12",NULL,NULL,NULL,NULL,"2017-06-23"
"2625952743","SoutheastCon 2011","2621818959","http://dbpedia.org/resource/Nashville,_Tennessee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626239662","FUSION 2007","2623423368","http://dbpedia.org/resource/Quebec_City",NULL,"2007-07-09","2007-07-12",NULL,NULL,NULL,NULL,"2017-06-23"
"2626429713","INDICON 2016","2623320220","http://dbpedia.org/resource/Bangalore",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626475588","NMDC 2011","2622186260","http://dbpedia.org/resource/Jeju_City",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626499795","APEDE 2008","2622814204","http://dbpedia.org/resource/Saratov",NULL,"2008-09-24","2008-09-25",NULL,NULL,NULL,NULL,"2017-06-23"
"2626507743","CEIDP 1999","2622324446","http://dbpedia.org/resource/Austin,_Texas",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626545537","APCC 2005","2624612140","http://dbpedia.org/resource/Perth",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626651567","DIPED 2017","2622745565","http://dbpedia.org/resource/FC_Dnipro_Dnipropetrovsk","http://ewh.ieee.org/r8/ukraine/georgian/DIPED/","2017-09-25","2017-09-28",NULL,"2017-08-21","2017-08-07",NULL,"2017-06-23"
"2626689191","iWAT 2008","2622501483","http://dbpedia.org/resource/Chiba,_Chiba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2626872175","ICMA 2007","2624169398","http://dbpedia.org/resource/Harbin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-23"
"2650553791","SoutheastCon 2001","2621818959","http://dbpedia.org/resource/Clemson,_South_Carolina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2017-06-30"
"2784786860","CHI 2008","1163450153","http://dbpedia.org/resource/Florence","http://www.chi2008.org/","2008-04-05","2008-04-10",NULL,NULL,NULL,NULL,"2018-02-02"
"2785166511","KDD 1999","1130985203","http://dbpedia.org/resource/San_Diego",NULL,"1999-08-15","1999-08-18",NULL,NULL,NULL,NULL,"2018-02-02"
"2786419384","DAC 1986","1187904452","http://dbpedia.org/resource/Las_Vegas",NULL,"1986-06-29","1986-07-02",NULL,NULL,NULL,NULL,"2018-02-23"
"2787070715","DAC 1980","1187904452","http://dbpedia.org/resource/Minneapolis",NULL,"1980-06-23","1980-06-25",NULL,NULL,NULL,NULL,"2018-02-23"
"2787367573","CCS 1998","1198471430","http://dbpedia.org/resource/San_Francisco",NULL,"1998-11-02","1998-11-05",NULL,NULL,NULL,NULL,"2018-02-23"
"2787369747","AAAI 1993","1184914352","http://dbpedia.org/resource/Washington,_D.C.","https://aaai.org/Conferences/AAAI/aaai93.php","1993-07-11","1993-07-15",NULL,"1993-03-03","1993-01-13","1993-04-03","2018-02-23"
